additional_requirements,admission_requirements,bac_type_id,bac_type_name,data_sources,duration,field_of_study,formula_explanation,historical_scores,minimum_bac_average,notes,program_description,ramz_code,ramz_id,ramz_link,seven_percent,specialty,specialty_code,table_criteria,table_institution,table_location,table_specialization,university_id,university_name
,,5,العلوم التقنية,,3 سنوات (آمد),إعلامية التصرف,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 174.63, '2023': 153.43, '2024': 159.015}",,,,37311,537311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=537311,نعم,"ذكاء الأعمال, الخدمات الإلكترونية في الأعمال",37311,FG+(M+Info)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في إعلامية التصرف,06,جامعة المنستير
,,6,علوم الإعلامية,,3 سنوات (آمد),إعلامية التصرف,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 125.495, '2023': 131.075, '2024': 129.63}",,,,37311,637311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=637311,نعم,"ذكاء الأعمال, الخدمات الإلكترونية في الأعمال",37311,FG+(M+Algo)/2,المعهد العالي للإعلامية بالمهدية,,الإجازة في إعلامية التصرف,06,جامعة المنستير
,,1,آداب,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 90.3748, '2023': 89.9482, '2024': 92.435}",92.435,,,40101,140101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=140101,نعم,اللغة والآداب والحضارة,40101,FG+A,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,2,رياضيات,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,40101,240101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=240101,نعم,اللغة والآداب والحضارة,40101,FG+A,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,3,علوم تجريبية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 100.445, '2023': 112.775, '2024': 120.006}",120.006,,,40101,340101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=340101,نعم,اللغة والآداب والحضارة,40101,FG+A,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,4,إقتصاد وتصرف,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 88.5634, '2023': 89.455, '2024': 81.705}",81.705,,,40101,440101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=440101,نعم,اللغة والآداب والحضارة,40101,FG+A,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,6,علوم الإعلامية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,40101,640101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=640101,نعم,اللغة والآداب والحضارة,40101,FG+A,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,1,آداب,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 96.9869, '2023': 96.4116, '2024': 100.842}",,,,40102,140102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=140102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,2,رياضيات,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 128.9029, '2023': 120.5941, '2024': 141.326}",,,,40102,240102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=240102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,3,علوم تجريبية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 121.5199, '2023': 132.4393, '2024': 138.062}",,,,40102,340102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=340102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,4,إقتصاد وتصرف,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 97.25, '2023': 69.9851, '2024': 70.275}",,,,40102,440102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=440102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,5,العلوم التقنية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 143.5298, '2023': 132.8566, '2024': 117.652}",,,,40102,540102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=540102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,6,علوم الإعلامية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 128.765, '2023': 105.9115, '2024': 92.262}",,,,40102,640102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=640102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,7,رياضة,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 78.6885, '2023': 95.2085, '2024': 117.42}",,,,40102,740102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=740102,نعم,إنقليزية الأعمال,40102,FG+Ang,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,1,آداب,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 72.0519, '2023': 69.7251, '2024': 77.945}",,,,40103,140103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=140103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,2,رياضيات,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,40103,240103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=240103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,3,علوم تجريبية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 109.0705, '2023': 119.091, '2024': 123.708}",,,,40103,340103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=340103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,4,إقتصاد وتصرف,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 78.3149, '2023': 76.7333, '2024': 79.265}",,,,40103,440103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=440103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,5,العلوم التقنية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 96.9751, '2023': 122.355, '2024': 94.465}",,,,40103,540103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=540103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,6,علوم الإعلامية,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,40103,640103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=640103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,7,رياضة,,,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 160.275}",,,,40103,740103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=740103,نعم,اللغة والآداب والحضارة,40103,FG+F,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في اللغة والآداب والحضارة,07,جامعة صفاقس
,,1,آداب,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 84.2002, '2023': 77.8966, '2024': 79.907}",77.8966,,"3 سنوات (آمد), إسبانية إجبارية",40104,140104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=140104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
,,2,رياضيات,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",122.33,,"3 سنوات (آمد), إسبانية إجبارية",40104,240104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=240104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
,,3,علوم تجريبية,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 122.33, '2023': 126.3456, '2024': 138.849}",122.33,,"3 سنوات (آمد), إسبانية إجبارية",40104,340104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=340104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
,,4,إقتصاد وتصرف,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 92.3286, '2023': 78.8625, '2024': 87.053}",78.8625,,"3 سنوات (آمد), إسبانية إجبارية",40104,440104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=440104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
,,5,العلوم التقنية,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 151.2606, '2023': 111.0, '2024': 114.04}",111,,"3 سنوات (آمد), إسبانية إجبارية",40104,540104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=540104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
,,6,علوم الإعلامية,,3 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,"3 سنوات (آمد), إسبانية إجبارية",40104,640104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=640104,نعم,اللغة والآداب والحضارة,40104,FG+ESP,كلية الآداب والعلوم الإنسانية بصفاقس,,الإجازة في الإسبانية,07,جامعة صفاقس
